Country,Code,Year,Internet_Users_Percent,Region,IncomeGroup
Fiji,FJI,2020,68.62560272,East Asia & Pacific,Upper middle income
France,FRA,2020,84.70639801,Europe & Central Asia,High income
"Micronesia, Fed. Sts.",FSM,2020,39.38330078,East Asia & Pacific,Lower middle income
Gabon,GAB,2020,63.91790009,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2020,94.81820132,Europe & Central Asia,High income
Georgia,GEO,2020,72.53157487,Europe & Central Asia,Upper middle income
Ghana,GHA,2020,62.51760101,Sub-Saharan Africa,Lower middle income
Guinea,GIN,2020,26.14550018,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2020,36.01100159,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2020,20.45730019,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2020,55.00130081,Sub-Saharan Africa,Upper middle income
Greece,GRC,2020,78.11584474,Europe & Central Asia,High income
Grenada,GRD,2020,65.65380096,Latin America & Caribbean,Upper middle income
Guatemala,GTM,2020,47.51229858,Latin America & Caribbean,Upper middle income
Guyana,GUY,2020,62.95399857,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2020,92.41313602,East Asia & Pacific,High income
Honduras,HND,2020,45.24829865,Latin America & Caribbean,Lower middle income
Croatia,HRV,2020,78.32090004,Europe & Central Asia,High income
Haiti,HTI,2020,39.38809967,Latin America & Caribbean,Lower middle income
Hungary,HUN,2020,84.77115202,Europe & Central Asia,High income
Indonesia,IDN,2020,53.72649449,East Asia & Pacific,Upper middle income
India,IND,2020,43.40544313,South Asia,Lower middle income
Ireland,IRL,2020,91.99989097,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2020,75.56986637,Middle East & North Africa,Upper middle income
Iraq,IRQ,2020,53.67779922,Middle East & North Africa,Upper middle income
Iceland,ISL,2020,99.5327519,Europe & Central Asia,High income
Israel,ISR,2020,90.12734091,Middle East & North Africa,High income
Italy,ITA,2020,70.48342785,Europe & Central Asia,High income
Jamaica,JAM,2020,76.38400269,Latin America & Caribbean,Upper middle income
Jordan,JOR,2020,78.4178009,Middle East & North Africa,Lower middle income
Japan,JPN,2020,90.21945812,East Asia & Pacific,High income
Kazakhstan,KAZ,2020,85.94259898,Europe & Central Asia,Upper middle income
Kenya,KEN,2020,24.7227993,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2020,72.0,Europe & Central Asia,Lower middle income
Cambodia,KHM,2020,56.37590027,East Asia & Pacific,Lower middle income
Kiribati,KIR,2020,52.95090103,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2020,70.27529907,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2020,96.50506052,East Asia & Pacific,High income
Kuwait,KWT,2020,99.10587017,Middle East & North Africa,High income
Lao PDR,LAO,2020,54.0,East Asia & Pacific,Lower middle income
Lebanon,LBN,2020,82.0664978,Middle East & North Africa,Lower middle income
Liberia,LBR,2020,22.91069984,Sub-Saharan Africa,Low income
Libya,LBY,2020,74.35810089,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2020,62.06399918,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2020,94.34999847,Europe & Central Asia,High income
Sri Lanka,LKA,2020,36.18473435,South Asia,Lower middle income
Lesotho,LSO,2020,43.65750122,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2020,83.05554724,Europe & Central Asia,High income
Luxembourg,LUX,2020,98.45962893,Europe & Central Asia,High income
Latvia,LVA,2020,88.89796078,Europe & Central Asia,High income
"Macao SAR, China",MAC,2020,87.46230316,East Asia & Pacific,High income
Morocco,MAR,2020,84.12036305,Middle East & North Africa,Lower middle income
Monaco,MCO,2020,98.57080078,Europe & Central Asia,High income
Moldova,MDA,2020,74.11830139,Europe & Central Asia,Upper middle income
Madagascar,MDG,2020,11.35470009,Sub-Saharan Africa,Low income
Maldives,MDV,2020,79.09780121,South Asia,Upper middle income
Mexico,MEX,2020,71.49017499,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2020,56.41910172,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2020,81.40553811,Europe & Central Asia,Upper middle income
Mali,MLI,2020,29.11300087,Sub-Saharan Africa,Low income
Malta,MLT,2020,86.85876183,Middle East & North Africa,High income
Myanmar,MMR,2020,45.4477005,East Asia & Pacific,Lower middle income
Montenegro,MNE,2020,77.60879306,Europe & Central Asia,Upper middle income
Mongolia,MNG,2020,62.50002848,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2020,14.28740025,Sub-Saharan Africa,Low income
Mauritania,MRT,2020,29.90649986,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2020,67.73290684,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2020,13.89949989,Sub-Saharan Africa,Low income
Malaysia,MYS,2020,89.55501192,East Asia & Pacific,Upper middle income
Namibia,NAM,2020,57.8608017,Sub-Saharan Africa,Lower middle income
Niger,NER,2020,11.85680008,Sub-Saharan Africa,Low income
Nigeria,NGA,2020,31.88879967,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2020,44.87490082,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2020,91.33333333,Europe & Central Asia,High income
Norway,NOR,2020,94.60755647,Europe & Central Asia,High income
Nepal,NPL,2020,36.96530151,South Asia,Lower middle income
Nauru,NRU,2020,77.46659851,East Asia & Pacific,High income
New Zealand,NZL,2020,90.92099762,East Asia & Pacific,High income
Oman,OMN,2020,95.23229321,Middle East & North Africa,High income
Pakistan,PAK,2020,18.935,Middle East & North Africa,Lower middle income
Panama,PAN,2020,64.82430267,Latin America & Caribbean,High income
Peru,PER,2020,65.25179796,Latin America & Caribbean,Upper middle income
Philippines,PHL,2020,53.76490021,East Asia & Pacific,Lower middle income
Papua New Guinea,PNG,2020,15.02040005,East Asia & Pacific,Lower middle income
Poland,POL,2020,83.18488715,Europe & Central Asia,High income
Portugal,PRT,2020,78.26166044,Europe & Central Asia,High income
Paraguay,PRY,2020,73.95751114,Latin America & Caribbean,Upper middle income
West Bank and Gaza,PSE,2020,76.18160248,Middle East & North Africa,Lower middle income
Qatar,QAT,2020,99.65284913,Middle East & North Africa,High income
Romania,ROU,2020,78.45526895,Europe & Central Asia,High income
Russian Federation,RUS,2020,84.99466978,Europe & Central Asia,High income
Rwanda,RWA,2020,23.8,Sub-Saharan Africa,Low income
Saudi Arabia,SAU,2020,97.8623325,Middle East & North Africa,High income
Senegal,SEN,2020,53.30879974,Sub-Saharan Africa,Lower middle income
Singapore,SGP,2020,92.00434653,East Asia & Pacific,High income
Solomon Islands,SLB,2020,24.1984005,East Asia & Pacific,Lower middle income
Sierra Leone,SLE,2020,17.12080002,Sub-Saharan Africa,Low income
El Salvador,SLV,2020,54.60136976,Latin America & Caribbean,Upper middle income
San Marino,SMR,2020,77.94999695,Europe & Central Asia,High income
"Somalia, Fed. Rep.",SOM,2020,15.02369976,Sub-Saharan Africa,Low income
Serbia,SRB,2020,78.36804864,Europe & Central Asia,Upper middle income
Sao Tome and Principe,STP,2020,51.55469894,Sub-Saharan Africa,Lower middle income
Slovak Republic,SVK,2020,89.92090413,Europe & Central Asia,High income
Slovenia,SVN,2020,86.60130109,Europe & Central Asia,High income
Sweden,SWE,2020,94.53943122,Europe & Central Asia,High income
Eswatini,SWZ,2020,49.01300049,Sub-Saharan Africa,Lower middle income
Seychelles,SYC,2020,79.25170135,Sub-Saharan Africa,High income
Chad,TCD,2020,8.343099594,Sub-Saharan Africa,Low income
Togo,TGO,2020,29.02370071,Sub-Saharan Africa,Low income
Thailand,THA,2020,77.84374066,East Asia & Pacific,Upper middle income
Tajikistan,TJK,2020,27.54409981,Europe & Central Asia,Lower middle income
Timor-Leste,TLS,2020,32.01269913,East Asia & Pacific,Lower middle income
Tonga,TON,2020,54.47370148,East Asia & Pacific,Upper middle income
Trinidad and Tobago,TTO,2020,77.28130341,Latin America & Caribbean,High income
Tunisia,TUN,2020,68.55639648,Middle East & North Africa,Lower middle income
Turkiye,TUR,2020,77.6695605,Europe & Central Asia,Upper middle income
Tanzania,TZA,2020,19.48139954,Sub-Saharan Africa,Lower middle income
Uganda,UGA,2020,7.4,Sub-Saharan Africa,Low income
Ukraine,UKR,2020,75.03790912,Europe & Central Asia,Upper middle income
Uruguay,URY,2020,85.47100067,Latin America & Caribbean,High income
United States,USA,2020,90.34470367,North America,High income
Uzbekistan,UZB,2020,71.09999824,Europe & Central Asia,Lower middle income
St. Vincent and the Grenadines,VCT,2020,63.38100052,Latin America & Caribbean,Upper middle income
"Venezuela, RB",VEN,2020,72.44110107,Latin America & Caribbean,
Viet Nam,VNM,2020,70.30000012,East Asia & Pacific,Lower middle income
South Africa,ZAF,2020,72.1128006,Sub-Saharan Africa,Upper middle income
Zambia,ZMB,2020,14.64579964,Sub-Saharan Africa,Lower middle income
Zimbabwe,ZWE,2020,29.29856532,Sub-Saharan Africa,Lower middle income
Afghanistan,AFG,2021,16.51429939,Middle East & North Africa,Low income
Angola,AGO,2021,34.55649948,Sub-Saharan Africa,Lower middle income
Albania,ALB,2021,79.32371752,Europe & Central Asia,Upper middle income
Andorra,AND,2021,93.89749908,Europe & Central Asia,High income
United Arab Emirates,ARE,2021,100.0,Middle East & North Africa,High income
Argentina,ARG,2021,87.15070683,Latin America & Caribbean,Upper middle income
Armenia,ARM,2021,78.61225758,Europe & Central Asia,Upper middle income
Antigua and Barbuda,ATG,2021,71.64530182,Latin America & Caribbean,High income
Australia,AUS,2021,96.97219849,East Asia & Pacific,High income
Austria,AUT,2021,92.52915104,Europe & Central Asia,High income
Azerbaijan,AZE,2021,85.99998954,Europe & Central Asia,Upper middle income
Burundi,BDI,2021,6.777999878,Sub-Saharan Africa,Low income
Belgium,BEL,2021,92.78867618,Europe & Central Asia,High income
Benin,BEN,2021,28.20470047,Sub-Saharan Africa,Lower middle income
Burkina Faso,BFA,2021,18.1522007,Sub-Saharan Africa,Low income
Bangladesh,BGD,2021,38.91744466,South Asia,Lower middle income
Bulgaria,BGR,2021,75.27144583,Europe & Central Asia,High income
Bahrain,BHR,2021,100.0,Middle East & North Africa,High income
"Bahamas, The",BHS,2021,92.34980011,Latin America & Caribbean,High income
Bosnia and Herzegovina,BIH,2021,75.67620138,Europe & Central Asia,Upper middle income
Belarus,BLR,2021,86.88841196,Europe & Central Asia,Upper middle income
Belize,BLZ,2021,70.65370178,Latin America & Caribbean,Upper middle income
Bolivia,BOL,2021,65.9773785,Latin America & Caribbean,Lower middle income
Brazil,BRA,2021,80.68989314,Latin America & Caribbean,Upper middle income
Barbados,BRB,2021,69.4756012,Latin America & Caribbean,High income
Brunei Darussalam,BRN,2021,97.62879944,East Asia & Pacific,High income
Bhutan,BTN,2021,85.63688389,South Asia,Lower middle income
Botswana,BWA,2021,54.70069885,Sub-Saharan Africa,Upper middle income
Canada,CAN,2021,93.93710327,North America,High income
Switzerland,CHE,2021,95.56937154,Europe & Central Asia,High income
Chile,CHL,2021,90.23280334,Latin America & Caribbean,High income
China,CHN,2021,73.05323517,East Asia & Pacific,Upper middle income
Cote d'Ivoire,CIV,2021,35.95069885,Sub-Saharan Africa,Lower middle income
Cameroon,CMR,2021,38.89260101,Sub-Saharan Africa,Lower middle income
"Congo, Dem. Rep.",COD,2021,16.1595993,Sub-Saharan Africa,Low income
"Congo, Rep.",COG,2021,30.02739906,Sub-Saharan Africa,Lower middle income
Colombia,COL,2021,73.02837449,Latin America & Caribbean,Upper middle income
Comoros,COM,2021,30.68120003,Sub-Saharan Africa,Lower middle income
Cabo Verde,CPV,2021,70.28250122,Sub-Saharan Africa,Upper middle income
Costa Rica,CRI,2021,82.74901607,Latin America & Caribbean,High income
Cuba,CUB,2021,67.64354869,Latin America & Caribbean,Upper middle income
Cyprus,CYP,2021,90.75951564,Europe & Central Asia,High income
Czechia,CZE,2021,82.67062427,Europe & Central Asia,High income
Germany,DEU,2021,91.43060973,Europe & Central Asia,High income
Djibouti,DJI,2021,61.41120148,Middle East & North Africa,Lower middle income
Dominica,DMA,2021,78.07949829,Latin America & Caribbean,Upper middle income
Denmark,DNK,2021,98.8658506,Europe & Central Asia,High income
Dominican Republic,DOM,2021,85.24298638,Latin America & Caribbean,Upper middle income
Algeria,DZA,2021,72.21240234,Middle East & North Africa,Upper middle income
Ecuador,ECU,2021,69.1147995,Latin America & Caribbean,Upper middle income
"Egypt, Arab Rep.",EGY,2021,72.05599976,Middle East & North Africa,Lower middle income
Spain,ESP,2021,93.89752157,Europe & Central Asia,High income
Estonia,EST,2021,90.97970174,Europe & Central Asia,High income
Ethiopia,ETH,2021,16.6981031,Sub-Saharan Africa,
Finland,FIN,2021,92.80806082,Europe & Central Asia,High income
Fiji,FJI,2021,70.56800079,East Asia & Pacific,Upper middle income
France,FRA,2021,86.09548575,Europe & Central Asia,High income
Gabon,GAB,2021,65.76809692,Sub-Saharan Africa,Upper middle income
United Kingdom,GBR,2021,96.19650269,Europe & Central Asia,High income
Georgia,GEO,2021,76.4427093,Europe & Central Asia,Upper middle income
Ghana,GHA,2021,68.6,Sub-Saharan Africa,Lower middle income
Guinea,GIN,2021,28.61330032,Sub-Saharan Africa,Lower middle income
"Gambia, The",GMB,2021,41.67309952,Sub-Saharan Africa,Low income
Guinea-Bissau,GNB,2021,23.3519001,Sub-Saharan Africa,Low income
Equatorial Guinea,GNQ,2021,58.71730042,Sub-Saharan Africa,Upper middle income
Greece,GRC,2021,78.49426371,Europe & Central Asia,High income
Grenada,GRD,2021,67.02279663,Latin America & Caribbean,Upper middle income
Guatemala,GTM,2021,50.84164945,Latin America & Caribbean,Upper middle income
Guyana,GUY,2021,71.65090179,Latin America & Caribbean,High income
"Hong Kong SAR, China",HKG,2021,93.08715788,East Asia & Pacific,High income
Honduras,HND,2021,51.95159912,Latin America & Caribbean,Lower middle income
Croatia,HRV,2021,81.25396608,Europe & Central Asia,High income
Haiti,HTI,2021,43.37919998,Latin America & Caribbean,Lower middle income
Hungary,HUN,2021,88.64083466,Europe & Central Asia,High income
Indonesia,IDN,2021,62.10447842,East Asia & Pacific,Upper middle income
India,IND,2021,49.2580986,South Asia,Lower middle income
Ireland,IRL,2021,93.50610352,Europe & Central Asia,High income
"Iran, Islamic Rep.",IRN,2021,78.5957366,Middle East & North Africa,Upper middle income
Iraq,IRQ,2021,65.00219727,Middle East & North Africa,Upper middle income
Iceland,ISL,2021,99.68701957,Europe & Central Asia,High income
Israel,ISR,2021,90.29689758,Middle East & North Africa,High income
Italy,ITA,2021,74.8623274,Europe & Central Asia,High income
Jamaica,JAM,2021,82.36071561,Latin America & Caribbean,Upper middle income
Jordan,JOR,2021,85.999997,Middle East & North Africa,Lower middle income
Japan,JPN,2021,82.91407928,East Asia & Pacific,High income
Kazakhstan,KAZ,2021,90.9239507,Europe & Central Asia,Upper middle income
Kenya,KEN,2021,26.96290016,Sub-Saharan Africa,Lower middle income
Kyrgyz Republic,KGZ,2021,77.11769867,Europe & Central Asia,Lower middle income
Cambodia,KHM,2021,60.76269913,East Asia & Pacific,Lower middle income
Kiribati,KIR,2021,67.08760071,East Asia & Pacific,Lower middle income
St. Kitts and Nevis,KNA,2021,74.37159729,Latin America & Caribbean,High income
"Korea, Rep.",KOR,2021,97.57132698,East Asia & Pacific,High income
Kuwait,KWT,2021,99.7,Middle East & North Africa,High income
Lao PDR,LAO,2021,62.0,East Asia & Pacific,Lower middle income
Lebanon,LBN,2021,82.65599823,Middle East & North Africa,Lower middle income
Liberia,LBR,2021,26.38229942,Sub-Saharan Africa,Low income
Libya,LBY,2021,77.438797,Middle East & North Africa,Upper middle income
St. Lucia,LCA,2021,63.06330109,Latin America & Caribbean,Upper middle income
Liechtenstein,LIE,2021,95.56939697,Europe & Central Asia,High income
Sri Lanka,LKA,2021,44.45308724,South Asia,Lower middle income
Lesotho,LSO,2021,45.05670166,Sub-Saharan Africa,Lower middle income
Lithuania,LTU,2021,86.93054425,Europe & Central Asia,High income
Luxembourg,LUX,2021,98.66086333,Europe & Central Asia,High income
Latvia,LVA,2021,91.17964988,Europe & Central Asia,High income
"Macao SAR, China",MAC,2021,88.46810492,East Asia & Pacific,High income
Morocco,MAR,2021,88.13031937,Middle East & North Africa,Lower middle income
Monaco,MCO,2021,99.07759857,Europe & Central Asia,High income
Moldova,MDA,2021,74.91899872,Europe & Central Asia,Upper middle income
Madagascar,MDG,2021,13.74590015,Sub-Saharan Africa,Low income
Maldives,MDV,2021,81.95760345,South Asia,Upper middle income
Mexico,MEX,2021,75.62650476,Latin America & Caribbean,Upper middle income
Marshall Islands,MHL,2021,63.97259903,East Asia & Pacific,Upper middle income
North Macedonia,MKD,2021,81.873703,Europe & Central Asia,Upper middle income
Mali,MLI,2021,33.95650101,Sub-Saharan Africa,Low income
Malta,MLT,2021,87.46977742,Middle East & North Africa,High income
Montenegro,MNE,2021,82.21969752,Europe & Central Asia,Upper middle income
Mongolia,MNG,2021,81.60682285,East Asia & Pacific,Upper middle income
Mozambique,MOZ,2021,16.35759926,Sub-Saharan Africa,Low income
Mauritania,MRT,2021,35.63660049,Sub-Saharan Africa,Lower middle income
Mauritius,MUS,2021,71.59999847,Sub-Saharan Africa,Upper middle income
Malawi,MWI,2021,15.30300045,Sub-Saharan Africa,Low income
Malaysia,MYS,2021,96.7514278,East Asia & Pacific,Upper middle income
Namibia,NAM,2021,60.25999832,Sub-Saharan Africa,Lower middle income
Niger,NER,2021,12.45689964,Sub-Saharan Africa,Low income
Nigeria,NGA,2021,35.50979996,Sub-Saharan Africa,Lower middle income
Nicaragua,NIC,2021,51.62039948,Latin America & Caribbean,Lower middle income
Netherlands,NLD,2021,92.05298013,Europe & Central Asia,High income
